complaint, summary
"The airbag light illuminated on the dashboard and remained on.","Airbag light illuminated on dashboard."
"The vehicle's transmission has a shuttering feeling during moderate acceleration between 25-40 miles per hour. Dealer reprogrammed the transmission but problem persists.","Transmission shuttering during acceleration not resolved after reprogramming."
"The contact lost control of the vehicle, resulting in an accident where none of the airbags deployed. One person was injured.","Loss of control led to accident, airbags did not deploy."
"The engine stalled twice within three days, once while driving at 70 mph and the second time at 20 mph.","Engine stalling occurred twice within three days."
"The suspension engineering makes the truck unsafe to drive on anything but perfectly smooth roads, with any bumps or curves leading to loss of control.","Suspension design renders vehicle unsafe on anything but smooth roads."
"The contact lost control of the vehicle in an accident where the airbags failed to deploy, resulting in injuries.","Loss of control led to accident, airbags did not deploy, resulting in injuries."
"The passenger door handle was replaced four times due to a plastic gear inside the handle repeatedly breaking.","Repeated replacement of passenger door handle due to plastic gear failure."
"Driving in the rain causes debris and water to enter the fuel tank, leading to fueling problems where gasoline spits back at tremendous pressure.","Fueling problem caused by rainwater entering fuel tank, dangerous condition."
"The vehicle experienced sudden acceleration.","Sudden acceleration occurred."
"The contact experienced gas spewing out of the tank during refueling, similar to previous problems with another Sport Trac.","Gas spewing out during refueling, similar to previous incidents."
"The contact had difficulty checking transmission fluid level and adding transmission fluid.","Difficulty checking and adding transmission fluid."
"The hydraulic arm on the back liftgate broke three times, causing the liftgate window to shatter and scratch the vehicle's paint.","Hydraulic arm on liftgate broke three times, causing window to shatter."
"During fueling, gas spits out of the filler, a problem acknowledged by the service manager who stated that many Sport Tracs have this issue.","Gas spits out during fueling, acknowledged by service manager."
"While pulling into a parking space in a parking garage, the Explorer experienced sudden acceleration, resulting in a collision with a steel I-beam and concrete pillars.","Sudden acceleration caused collision in parking garage."
"The brakes started grinding while driving and the vehicle barely stopped, requiring multiple visits to the dealer.","Brakes grinding and difficulty stopping, multiple visits to dealer."
"Unable to put gas in the vehicle as gas pours all over the vehicle and ground during refueling.","Unable to refuel vehicle without gas spilling everywhere."
"While pulling into a parking space in a parking garage, the Explorer experienced sudden acceleration, resulting in a collision with a steel I-beam and concrete pillars. No airbag deployed.","Sudden acceleration caused collision, no airbag deployment."
"The contact noticed a large piece of glass missing from the outer right edge of the windshield, which was present since the vehicle was built. Also, the rear glass hatch gas shock twisted and caused the window to be off-center.","Missing glass on windshield and twisted rear glass hatch gas shock."
"The contact is having sudden acceleration problems with the vehicle.","Experiencing sudden acceleration issues."
"The transmission started slipping, and the dealer recommended a new/rebuilt transmission. Vehicle was out of warranty.","Transmission slipping, replacement recommended."
"The vehicle has a shaking sensation in park or while stopped at traffic lights, and it cuts off when ready to go.","Shaking sensation in park, stalls at traffic lights."
"There is a line of separation between the headliner and the front windshield, allowing air to enter the cabin. Concerned about glass entering the interior during an impact.","Line of separation between headliner and windshield, concern about glass entering cabin."
"There is a hole in the front bumper without a guard, allowing debris to enter the radiator.","Hole in front bumper without guard, debris entering radiator."
"The transmission performs erratically, dropping into neutral during light acceleration, creeping when placed in 'park' on a grade, and taking up to 30 seconds to engage gears.","Transmission drops into neutral, creeps in 'park', delayed gear engagement."
"The air conditioning emits a bad smell every time it is turned on.","Air conditioning emits bad smell when turned on."
"The contact's 2002 Ford Explorer has been towed multiple times due to starting issues, an overheating A/C clutch, front-end suspension problems, and other electrical issues.","Multiple issues with starting, A/C clutch, suspension, and electrical system."
"The contact is in a dispute with Ford regarding repairs to their 2002 Ford Explorer after internal engine failure. Ford claims the contact is responsible for the repair costs.","Dispute with Ford over repair costs for internal engine failure."
"The brake pedal fades and goes to the floor while stopped at a stop light or sign. Dealer claims it is normal.","Brake pedal fading to floor deemed normal by dealer."
"The vehicle was in an accident, and none of the airbags deployed.","Airbags did not deploy in accident."
"The contact was blinded by the sun while traveling on the highway, resulting in an accident where dual airbags did not deploy.","Blinded by sun, accident occurred, airbags did not deploy."
"The vehicle emits cracking noises behind the dash, with loose bolts and signs of potential structural problems in the front end assembly and tailgate.","Cracking noises behind dash, loose bolts, potential structural problems."
"The tire blew out while driving at 75 mph, resulting in no injuries but concerns due to the vehicle's low mileage.","Tire blew out at high speed, no injuries, concerns about low mileage."
"The vehicle's cruise control switch on the steering wheel overheated and melted, cause not determined, manufacturer notified, not included in recall.","Cruise control switch overheated and melted, cause unknown, manufacturer notified, not included in recall."
